uf;municipio;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo
PE;CABROBO;sábado;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não
SC;RIO DO SUL;domingo;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;"Reta;Declive";Sim
PB;SAO MIGUEL DE TAIPU;domingo;Amanhecer;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Chuva;Dupla;"Reta;Retorno Regulamentado";Não
CE;SOBRAL;domingo;Plena Noite;Ingestão de álcool pelo condutor;Colisão transversal;Nublado;Simples;Curva;Não
GO;PORANGATU;domingo;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não
SP;CAJATI;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Incêndio;Céu Claro;Simples;Reta;Não
MG;MANHUACU;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Chuva;Simples;"Reta;Declive";Não
MA;TIMON;domingo;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não
PR;TIBAGI;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Curva;Não
MT;SANTO ANTONIO DO LEVERGER;quarta-feira;Pleno dia;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Dupla;Reta;Não
MG;LUZ;quarta-feira;Pleno dia;Velocidade Incompatível;Colisão lateral sentido oposto;Chuva;Simples;"Declive;Curva";Não
MG;ITATIAIUCU;quarta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Chuva;Dupla;"Reta;Declive";Não
PA;ITAITUBA;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão frontal;Ignorado;Simples;Reta;Não
SP;GUARULHOS;quarta-feira;Anoitecer;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Nublado;Múltipla;Reta;Sim
SC;BARRA VELHA;quarta-feira;Plena Noite;Acesso irregular;Colisão traseira;Céu Claro;Múltipla;Reta;Não
SP;JUQUITIBA;quarta-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Não
RJ;MAGE;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Múltipla;Reta;Não
RJ;GUAPIMIRIM;quinta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Céu Claro;Simples;"Curva;Declive";Não
SP;TAUBATE;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim
MG;BETIM;domingo;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim
SP;PINDAMONHANGABA;domingo;Pleno dia;Velocidade Incompatível;Engavetamento;Nublado;Múltipla;Reta;Sim
MG;SAO GONCALO DO RIO ABAIXO;domingo;Pleno dia;Velocidade Incompatível;Colisão frontal;Céu Claro;Simples;Curva;Não
GO;SIMOLANDIA;domingo;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;"Aclive;Curva";Não
RN;RIO DO FOGO;domingo;Pleno dia;Mal súbito do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não
AL;SAO SEBASTIAO;domingo;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;"Reta;Em Obras";Não
SP;MIRACATU;domingo;Pleno dia;Estacionar ou parar em local proibido;Colisão traseira;Nublado;Dupla;Reta;Sim
MS;SIDROLANDIA;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;Reta;Sim
RN;ACU;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Chuva;Simples;"Reta;Interseção de Vias";Sim
MT;SORRISO;domingo;Pleno dia;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Sol;Simples;"Reta;Em Obras";Não
PE;JABOATAO DOS GUARARAPES;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Curva;Sim
SC;PALHOCA;domingo;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;"Reta;Aclive";Sim
PR;REBOUCAS;domingo;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;"Reta;Declive";Sim
ES;SERRA;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Retorno Regulamentado;Não
MT;ROSARIO OESTE;sexta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;Aclive;Não
RJ;PETROPOLIS;domingo;Pleno dia;Pista Escorregadia;Engavetamento;Chuva;Dupla;"Declive;Curva";Não
MG;RIO MANSO;domingo;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Curva;Não
BA;FEIRA DE SANTANA;quarta-feira;Plena Noite;Acesso irregular;Colisão frontal;Céu Claro;Simples;Reta;Sim
MS;BANDEIRANTES;domingo;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Nublado;Simples;"Reta;Declive";Não
PE;SANHARO;domingo;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não
MS;ITAQUIRAI;domingo;Plena Noite;Ingestão de álcool pelo condutor;Colisão frontal;Céu Claro;Simples;Reta;Não
SC;TRES BARRAS;domingo;Anoitecer;Pedestre andava na pista;Atropelamento de Pedestre;Ignorado;Simples;Reta;Não
BA;SAO JOSE DA VITORIA;domingo;Plena Noite;Velocidade Incompatível;Tombamento;Céu Claro;Simples;"Declive;Curva";Não
MG;MATHIAS LOBATO;domingo;Plena Noite;Ausência de reação do condutor;Colisão lateral sentido oposto;Ignorado;Simples;Reta;Sim
CE;TIANGUA;domingo;Plena Noite;Problema com o freio;Atropelamento de Pedestre;Céu Claro;Simples;"Aclive;Reta";Não
RS;BAGE;domingo;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não
SC;LAGES;domingo;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Garoa/Chuvisco;Dupla;Curva;Não
GO;RIANAPOLIS;domingo;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Simples;"Interseção de Vias;Rotatória";Não
SP;BRAGANCA PAULISTA;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não
PB;QUEIMADAS;segunda-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão frontal;Céu Claro;Simples;Reta;Sim
BA;POCOES;domingo;Plena Noite;Condutor Dormindo;Tombamento;Céu Claro;Simples;"Aclive;Reta";Não
RS;PORTO ALEGRE;segunda-feira;Pleno dia;Acumulo de areia ou detritos sobre o pavimento;Queda de ocupante de veículo;Céu Claro;Dupla;"Reta;Ponte";Não
PR;RIO NEGRO;segunda-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão frontal;Céu Claro;Simples;Curva;Não
BA;RIACHAO DAS NEVES;segunda-feira;Amanhecer;Ausência de reação do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não
RO;CACOAL;domingo;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Nublado;Simples;Reta;Não
RO;VILHENA;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não
GO;RIO VERDE;segunda-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;"Declive;Rotatória;Reta";Não
PR;ARAPONGAS;segunda-feira;Pleno dia;Conversão proibida;Colisão lateral mesmo sentido;Céu Claro;Simples;"Reta;Declive";Sim
PR;CURITIBA;segunda-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim
MG;JOAO MONLEVADE;segunda-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Curva;Não
RO;PIMENTA BUENO;domingo;Plena Noite;Transitar na contramão;Colisão frontal;Chuva;Simples;"Reta;Aclive";Não
GO;POSSE;segunda-feira;Pleno dia;Estacionar ou parar em local proibido;Colisão traseira;Céu Claro;Simples;"Aclive;Reta";Não
RS;CARLOS BARBOSA;segunda-feira;Pleno dia;Conversão proibida;Colisão traseira;Céu Claro;Simples;"Reta;Declive";Não
RO;PIMENTA BUENO;segunda-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não
CE;CAUCAIA;segunda-feira;Pleno dia;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RS;SAO LUIZ GONZAGA;segunda-feira;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não
MG;FLORESTAL;segunda-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;"Curva;Aclive";Não
MG;SABARA;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;"Curva;Aclive";Não
RO;JARU;segunda-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Simples;Reta;Não
PI;DEMERVAL LOBAO;segunda-feira;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Curva;Não
MS;PARANAIBA;quinta-feira;Amanhecer;Ausência de reação do condutor;Saída de leito carroçável;Ignorado;Dupla;Reta;Sim
MG;RIBEIRAO DAS NEVES;segunda-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Queda de ocupante de veículo;Céu Claro;Dupla;"Reta;Declive";Não
MG;BETIM;segunda-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
BA;SAO SEBASTIAO DO PASSE;segunda-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Engavetamento;Céu Claro;Múltipla;Reta;Não
MG;CENTRALINA;segunda-feira;Pleno dia;Velocidade Incompatível;Colisão traseira;Céu Claro;Dupla;Reta;Não
PB;SANTA LUZIA;segunda-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim
PR;TIBAGI;segunda-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Dupla;Curva;Não
MG;ITABIRITO;segunda-feira;Pleno dia;Problema com o freio;Colisão lateral mesmo sentido;Sol;Simples;"Declive;Curva";Não
MG;IGARATINGA;segunda-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Sol;Dupla;"Reta;Aclive";Não
BA;OLIVEIRA DOS BREJINHOS;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Chuva;Simples;Reta;Não
RJ;CAMPOS DOS GOYTACAZES;segunda-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Nublado;Simples;Reta;Não
MT;NOVA MUTUM;segunda-feira;Pleno dia;Retorno proibido;Colisão lateral mesmo sentido;Nublado;Simples;"Reta;Em Obras";Não
PR;CORBELIA;segunda-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não
MG;SABARA;segunda-feira;Anoitecer;Ausência de reação do condutor;Colisão transversal;Nublado;Simples;Curva;Não
PR;CAMBE;segunda-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;"Reta;Declive";Não
MA;BARRA DO CORDA;segunda-feira;Pleno dia;Acostamento em desnível;Tombamento;Céu Claro;Simples;Curva;Não
RS;CACHOEIRA DO SUL;segunda-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;Reta;Sim
PR;QUITANDINHA;segunda-feira;Plena Noite;Ausência de reação do condutor;Colisão frontal;Céu Claro;Simples;Reta;Não
MT;PONTES E LACERDA;segunda-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Céu Claro;Simples;Reta;Não
MG;PARAOPEBA;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Curva;Não
SP;BARRA DO TURVO;segunda-feira;Pleno dia;Acumulo de óleo sobre o pavimento;Colisão com objeto;Céu Claro;Dupla;Curva;Não
MT;NOVA MUTUM;segunda-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não
PR;SAO JOSE DOS PINHAIS;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim
RS;CACHOEIRA DO SUL;segunda-feira;Plena Noite;Falta de acostamento;Colisão traseira;Céu Claro;Simples;Reta;Não
PB;CAJAZEIRAS;segunda-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Não
RS;SANTA VITORIA DO PALMAR;segunda-feira;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Curva;Não
MT;SANTO ANTONIO DO LEVERGER;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;"Curva;Declive";Não
BA;TUCANO;segunda-feira;Plena Noite;Transitar na contramão;Tombamento;Céu Claro;Simples;"Reta;Declive";Não
RS;SANTANA DA BOA VISTA;segunda-feira;Plena Noite;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Reta;Não
SC;RANCHO QUEIMADO;terça-feira;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não
SP;CRUZEIRO;terça-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Nublado;Dupla;"Reta;Aclive";Não
RJ;MAGE;terça-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Nublado;Dupla;Reta;Sim
MG;MONTE ALEGRE DE MINAS;terça-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;"Reta;Aclive";Não
RS;BOM PROGRESSO;terça-feira;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Simples;Interseção de Vias;Não
MG;RIO MANSO;terça-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não
MA;SAO LUIS;quarta-feira;Pleno dia;Pista Escorregadia;Saída de leito carroçável;Chuva;Dupla;"Declive;Reta";Sim
SP;TAUBATE;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Engavetamento;Nublado;Dupla;Reta;Sim
PE;JABOATAO DOS GUARARAPES;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sol;Dupla;Reta;Sim
PR;CAMPINA GRANDE DO SUL;terça-feira;Pleno dia;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Dupla;"Curva;Declive";Não
BA;FEIRA DE SANTANA;terça-feira;Pleno dia;Pista Escorregadia;Colisão lateral mesmo sentido;Garoa/Chuvisco;Dupla;"Curva;Declive";Não
RS;CANGUCU;quinta-feira;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não
RS;CONDOR;terça-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Curva;Sim
BA;PRADO;terça-feira;Pleno dia;Velocidade Incompatível;Tombamento;Nublado;Simples;"Curva;Declive";Não
MT;SINOP;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
PR;BOCAIUVA DO SUL;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão frontal;Garoa/Chuvisco;Simples;"Declive;Curva";Não
PR;CAMPINA GRANDE DO SUL;terça-feira;Pleno dia;Chuva;Colisão traseira;Chuva;Dupla;Curva;Não
SP;BRAGANCA PAULISTA;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Declive;Curva";Sim
PA;BRAGANCA;terça-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não
TO;BRASILANDIA DO TOCANTINS;terça-feira;Pleno dia;Transitar na contramão;Colisão frontal;Chuva;Simples;Reta;Não
SP;BADY BASSITT;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
RJ;ITAPERUNA;terça-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Simples;Curva;Não
RS;MORRO REDONDO;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão frontal;Céu Claro;Simples;Reta;Não
PR;ALTO PARANA;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Sol;Dupla;"Reta;Aclive";Não
PR;PARANAGUA;terça-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Nublado;Simples;"Reta;Interseção de Vias;Rotatória";Sim
GO;ANAPOLIS;terça-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Sol;Simples;"Rotatória;Declive";Não
RO;PORTO VELHO;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Dupla;Rotatória;Não
MG;CAETANOPOLIS;terça-feira;Pleno dia;Acumulo de água sobre o pavimento;Saída de leito carroçável;Chuva;Dupla;"Declive;Reta";Não
MG;SETE LAGOAS;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;"Curva;Aclive";Não
SC;INDAIAL;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Sim
PB;CABEDELO;terça-feira;Pleno dia;Acesso irregular;Tombamento;Céu Claro;Dupla;"Reta;Em Obras";Sim
RS;CANOAS;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Não
MG;BARBACENA;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nublado;Simples;Reta;Não
RS;NOVO CABRAIS;terça-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral sentido oposto;Sol;Simples;Reta;Não
SP;REGISTRO;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não
SE;UMBAUBA;terça-feira;Pleno dia;Mal súbito do condutor;Colisão frontal;Céu Claro;Simples;Reta;Sim
RO;PORTO VELHO;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Sim
CE;FORTALEZA;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Nublado;Dupla;Reta;Sim
SC;GUARAMIRIM;terça-feira;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não
PR;MARINGA;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão transversal;Nublado;Dupla;"Em Obras;Reta";Sim
GO;GOIANAPOLIS;terça-feira;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Aclive";Sim
PR;TIBAGI;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;"Ponte;Curva;Declive";Não
MS;BANDEIRANTES;terça-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;"Reta;Declive";Não
PI;BURITI DOS LOPES;terça-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Tombamento;Céu Claro;Simples;Reta;Não
PR;MARMELEIRO;terça-feira;Pleno dia;Suicídio (presumido);Colisão frontal;Céu Claro;Simples;Reta;Não
GO;RIO VERDE;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Interseção de Vias;Não
PR;CAPANEMA;terça-feira;Anoitecer;Velocidade Incompatível;Tombamento;Céu Claro;Simples;Curva;Não
BA;CONCEICAO DO JACUIPE;quinta-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;"Reta;Declive";Não
PR;TIBAGI;terça-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;"Curva;Declive";Não
RS;RIO GRANDE;terça-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Não
PB;JOAO PESSOA;terça-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Aclive";Sim
PR;PORTO AMAZONAS;terça-feira;Plena Noite;Transitar na contramão;Colisão frontal;Céu Claro;Simples;"Reta;Declive";Não
SC;SANTA CECILIA;terça-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;Curva;Não
RS;SOLEDADE;quarta-feira;Plena Noite;Condutor Dormindo;Colisão traseira;Céu Claro;Simples;"Em Obras;Curva";Não
MG;CAMPANHA;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
SC;RODEIO;terça-feira;Pleno dia;Velocidade Incompatível;Colisão lateral sentido oposto;Céu Claro;Simples;"Ponte;Curva";Não
PR;TIJUCAS DO SUL;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não
MG;NOVA ERA;quarta-feira;Pleno dia;Condutor Dormindo;Colisão lateral sentido oposto;Chuva;Simples;Reta;Não
BA;ESPLANADA;quarta-feira;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Curva;Não
BA;BARREIRAS;quarta-feira;Amanhecer;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Simples;Reta;Não
CE;CAUCAIA;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Colisão traseira;Nublado;Dupla;"Retorno Regulamentado;Reta";Sim
MG;MIRADOURO;quarta-feira;Plena Noite;Condutor Dormindo;Colisão lateral sentido oposto;Nublado;Simples;Reta;Não
